Civilité;Nom;Prénom;Mandat;Circonscription;Département;Candidat;"Date de publication"
Mme;BRUNET-LECHENAULT;Claudette;"Conseillère départementale";;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
M.;CANNARD;Frédéric;"Conseiller départemental";;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
Mme;CHOPARD;Francine;"Conseillère régionale";Bourgogne-Franche-Comté;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
M.;DUCARRE;Jean-Claude;Maire;Melay;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
Mme;LEMONON;Elisabeth;"Conseillère départementale";;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
M.;PETITJEAN;Maxime;Maire;Saint-Gilles;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
M.;PIERRE;Jean-Baptiste;Maire;Sommant;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
M.;VEAU;Bertrand;"Conseiller régional";Bourgogne-Franche-Comté;Saône-et-Loire;"TAUBIRA Christiane";08/02/2022
M.;COUNIL;Christophe;"Conseiller départemental";;Sarthe;"TAUBIRA Christiane";08/02/2022
M.;DELACHOUX;Jean-Paul;Maire;Pommevic;Tarn-et-Garonne;"TAUBIRA Christiane";08/02/2022
M.;MARTINEZ-TOCABENS;Fabrice;"Conseiller départemental";;Vaucluse;"TAUBIRA Christiane";08/02/2022
M.;ROPELE;Jean-Pierre;Maire;Prémeyzel;Ain;"THOUY Hélène";08/02/2022
M.;LAPLACE;Patrick;Maire;Blérancourt;Aisne;"THOUY Hélène";08/02/2022
M.;FOURCHEGU;Patrick;Maire;Boucieu-le-Roi;Ardèche;"THOUY Hélène";08/02/2022
M.;MOUTON;Francis;Maire;Contreuve;Ardennes;"THOUY Hélène";08/02/2022
M.;CHATEL;Laurent;Maire;"Les Bordes-Aumont";Aube;"THOUY Hélène";08/02/2022
M.;MARTIN-TEISSERE;Jean-Marc;Maire;Verquières;Bouches-du-Rhône;"THOUY Hélène";08/02/2022
Mme;FIÉTIER;Danièle;Maire;Châteauvieux-les-Fossés;Doubs;"THOUY Hélène";08/02/2022
M.;BROCHIER;Patrick;Maire;Barcelonne;Drôme;"THOUY Hélène";08/02/2022
Mme;DUC;Brigitte;Maire;Lemps;Drôme;"THOUY Hélène";08/02/2022
M.;FRIESSE;Jean-Claude;Maire;Pontgouin;Eure-et-Loir;"THOUY Hélène";08/02/2022
Mme;PORTE;Nicole;Maire;Cézac;Gironde;"THOUY Hélène";08/02/2022
M.;MARSAUX;Benoît;Maire;Boisset;Hérault;"THOUY Hélène";08/02/2022
Mme;AUBRY;Andrée;Maire;Rosnay;Indre;"THOUY Hélène";08/02/2022
Mme;"BOUCHER REZÉ";Séverine;Maire;Auradou;Lot-et-Garonne;"THOUY Hélène";08/02/2022
M.;CLEMENT;Joël;Maire;Condes;Haute-Marne;"THOUY Hélène";08/02/2022
M.;POIRETTE;Fabrice;Maire;Petitmont;Meurthe-et-Moselle;"THOUY Hélène";08/02/2022
M.;VANDENTORREN;Gérard;Maire;Gouy-en-Ternois;Pas-de-Calais;"THOUY Hélène";08/02/2022
Mme;DUCLERC;Dominique;Maire;Bassillon-Vauzé;Pyrénées-Atlantiques;"THOUY Hélène";08/02/2022
M.;STRUILLOU;Jean-Philippe;Maire;Ansignan;Pyrénées-Orientales;"THOUY Hélène";08/02/2022
M.;SPROLEWITZ;Robert;Maire;Rodern;Haut-Rhin;"THOUY Hélène";08/02/2022
Mme;PRELE;Evelyne;Maire;Saint-Appolinaire;Rhône;"THOUY Hélène";08/02/2022
Mme;DUPONT;Laëtitia;Maire;Chantes;Haute-Saône;"THOUY Hélène";08/02/2022
M.;PREVEL;Guillaume;"Conseiller régional";Île-De-France;Paris;"THOUY Hélène";08/02/2022
Mme;HUBERT;Sabrina;Maire;Pierreval;Seine-Maritime;"THOUY Hélène";08/02/2022
Mme;BENOIT;Florence;Maire;Passy-sur-Seine;Seine-et-Marne;"THOUY Hélène";08/02/2022
M.;CREVISY;Jean-Marie;Maire;Barville;Vosges;"THOUY Hélène";08/02/2022
M.;CHAVENT;Marc;Maire;Cerdon;Ain;"ZEMMOUR Éric";08/02/2022
M.;DUPONT;Jean-Marc;Maire;Béon;Ain;"ZEMMOUR Éric";08/02/2022
M.;AMASSE;Didier;Maire;Sissy;Aisne;"ZEMMOUR Éric";08/02/2022
M.;DELAMOUR;Patrick;Maire;Vénérolles;Aisne;"ZEMMOUR Éric";08/02/2022
M.;RICOUR;Philippe;Maire;Joncourt;Aisne;"ZEMMOUR Éric";08/02/2022
M.;CASTIGLIA;Jean-Pierre;Maire;Malaussène;Alpes-Maritimes;"ZEMMOUR Éric";08/02/2022
M.;DOZIERES;Daniel;Maire;Euilly-et-Lombut;Ardennes;"ZEMMOUR Éric";08/02/2022
M.;GOMEZ;Jean-Baptiste;Maire;Sommauthe;Ardennes;"ZEMMOUR Éric";08/02/2022
M.;BOYNARD;Jean-Jacques;Maire;Fontaine-Mâcon;Aube;"ZEMMOUR Éric";08/02/2022
M.;CORDIER;Dany;Maire;Chaumesnil;Aube;"ZEMMOUR Éric";08/02/2022
M.;GAVAZZI;Christophe;Maire;Plaines-Saint-Lange;Aube;"ZEMMOUR Éric";08/02/2022
M.;PIOT;Bernard;Maire;Lignol-le-Château;Aube;"ZEMMOUR Éric";08/02/2022
M.;SIMPHAL;Denis;Maire;Nozay;Aube;"ZEMMOUR Éric";08/02/2022
M.;PICARDA;Yves;Maire;Rognonas;Bouches-du-Rhône;"ZEMMOUR Éric";08/02/2022
Mme;COTHIER;Florence;Maire;Bonneville-sur-Touques;Calvados;"ZEMMOUR Éric";08/02/2022
Mme;ANDRIEUX;Claire;Maire;Saint-Saturnin;Cantal;"ZEMMOUR Éric";08/02/2022
M.;DESLIAS;Jacques;Maire;Bouteville;Charente;"ZEMMOUR Éric";08/02/2022
M.;AUGUSTIN;Jean-Paul;Maire;Gourvillette;Charente-Maritime;"ZEMMOUR Éric";08/02/2022
M.;PAPINEAU;Joël;Maire;Saint-Sornin;Charente-Maritime;"ZEMMOUR Éric";08/02/2022
M.;DUBOIN;Hugues;Maire;Ennordres;Cher;"ZEMMOUR Éric";08/02/2022
M.;FRANCISCI;Gérard;Maire;Feliceto;Haute-Corse;"ZEMMOUR Éric";08/02/2022
M.;ORSINI;Pierre;Maire;Poggio-Marinaccio;Haute-Corse;"ZEMMOUR Éric";08/02/2022
M.;GUYOT;Michel;Maire;Courlon;Côte-d'Or;"ZEMMOUR Éric";08/02/2022
M.;MOINDROT;Hubert;Maire;Pagny-le-Château;Côte-d'Or;"ZEMMOUR Éric";08/02/2022
M.;LEHERICY;Joseph;Maire;Saint-Moreil;Creuse;"ZEMMOUR Éric";08/02/2022
M.;DAUDEY;Louis;Maire;Saules;Doubs;"ZEMMOUR Éric";08/02/2022
Mme;PHARISAT;Alexandra;Maire;Étrabonne;Doubs;"ZEMMOUR Éric";08/02/2022
M.;SEGUIN;Michel;Maire;"La Planée";Doubs;"ZEMMOUR Éric";08/02/2022
M.;FAURE;François;Maire;Lens-Lestang;Drôme;"ZEMMOUR Éric";08/02/2022
M.;LIMONTA;Fabien;"Conseiller départemental";;Drôme;"ZEMMOUR Éric";08/02/2022
M.;DELON;Gilles;Maire;Dangu;Eure;"ZEMMOUR Éric";08/02/2022
Mme;DESJARDINS-BROSSEAU;Dominique;Maire;Rouvray;Eure;"ZEMMOUR Éric";08/02/2022
M.;DULONDEL;Michel;Maire;"Le Mesnil-Fuguet";Eure;"ZEMMOUR Éric";08/02/2022
Mme;MUSSET;Josette;Maire;"Le Noyer-en-Ouche";Eure;"ZEMMOUR Éric";08/02/2022
M.;RUEL;Yves;Maire;Saint-Paul-de-Fourques;Eure;"ZEMMOUR Éric";08/02/2022
M.;LHOPITEAU;Vincent;Maire;Villampuy;Eure-et-Loir;"ZEMMOUR Éric";08/02/2022
M.;MOULIN;Jean-Marie;Maire;Saint-Bonnet-du-Gard;Gard;"ZEMMOUR Éric";08/02/2022
M.;BIASON;Valentin;Maire;Puymaurin;Haute-Garonne;"ZEMMOUR Éric";08/02/2022
M.;DABOS;Alain;Maire;Saint-Martin-de-Goyne;Gers;"ZEMMOUR Éric";08/02/2022
M.;LARRANDABURU;Jean-Pierre;Maire;Cravencères;Gers;"ZEMMOUR Éric";08/02/2022
M.;PERUSIN;Denis;Maire;Tourrenquets;Gers;"ZEMMOUR Éric";08/02/2022
M.;VENDOME;Olivier;Maire;Barcugnan;Gers;"ZEMMOUR Éric";08/02/2022
Mme;QUEBEC;Pascale;Maire;Bossugan;Gironde;"ZEMMOUR Éric";08/02/2022
M.;VILLENEUVE;Rémi;Maire;Saint-Genis-du-Bois;Gironde;"ZEMMOUR Éric";08/02/2022
M.;FOURRÉ;Thierry;Maire;Brion;Indre;"ZEMMOUR Éric";08/02/2022
M.;DEZEMPTE;Gérard;Maire;Charvieu-Chavagneux;Isère;"ZEMMOUR Éric";08/02/2022
M.;GINDRE;Bruno;Maire;Villette-d'Anthon;Isère;"ZEMMOUR Éric";08/02/2022
M.;REYNAUD;Jean-Louis;Maire;Pressins;Isère;"ZEMMOUR Éric";08/02/2022
M.;BEJEAN;Luc;Maire;Monteplain;Jura;"ZEMMOUR Éric";08/02/2022
M.;COURVOISIER;Gérald;Maire;Billecul;Jura;"ZEMMOUR Éric";08/02/2022
M.;LANIESSE;Michel;Maire;"Le Chateley";Jura;"ZEMMOUR Éric";08/02/2022
Mme;SORIA;Monique;Maire;Bouffry;Loir-et-Cher;"ZEMMOUR Éric";08/02/2022
M.;HEMARDINQUER;Cyril;"Conseiller régional";"Centre-Val De Loire";Loiret;"ZEMMOUR Éric";08/02/2022
M.;DENIS;Adrien;Maire;Noyant-Villages;Maine-et-Loire;"ZEMMOUR Éric";08/02/2022
M.;D'AIGREMONT;Jean-Marie;Maire;"Le Vicel";Manche;"ZEMMOUR Éric";08/02/2022
M.;PÉPIN;Denis;Maire;Laulne;Manche;"ZEMMOUR Éric";08/02/2022
M.;DESANLIS;Romain;Maire;Loisy-sur-Marne;Marne;"ZEMMOUR Éric";08/02/2022
M.;MARTIN;François;Maire;Bagneux;Marne;"ZEMMOUR Éric";08/02/2022
M.;TASSINARI;Jean-Marie;Maire;Bettancourt-la-Longue;Marne;"ZEMMOUR Éric";08/02/2022
M.;FOINANT;Dominique;Maire;Pexonne;Meurthe-et-Moselle;"ZEMMOUR Éric";08/02/2022
M.;GILLARDIN;Éric;Maire;Villers-le-Rond;Meurthe-et-Moselle;"ZEMMOUR Éric";08/02/2022
M.;THIÉBAUT;Yves;Maire;Virecourt;Meurthe-et-Moselle;"ZEMMOUR Éric";08/02/2022
M.;WEBER;Alain;Maire;Crantenoy;Meurthe-et-Moselle;"ZEMMOUR Éric";08/02/2022
M.;EVOTTE;Jean;Maire;Vadonville;Meuse;"ZEMMOUR Éric";08/02/2022
M.;AMPS;Marcel;Maire;Marimont-lès-Bénestroff;Moselle;"ZEMMOUR Éric";08/02/2022
M.;DEMOULIN;Sylvain;Maire;Vescheim;Moselle;"ZEMMOUR Éric";08/02/2022
M.;FIXARIS;Gilbert;Maire;Saint-Louis;Moselle;"ZEMMOUR Éric";08/02/2022
M.;SETAN;Gérard;Maire;Mœuvres;Nord;"ZEMMOUR Éric";08/02/2022
M.;LEFEVRE;Hervé;Maire;Jouy-sous-Thelle;Oise;"ZEMMOUR Éric";08/02/2022
M.;THALAUD;François;Maire;Esteil;Puy-de-Dôme;"ZEMMOUR Éric";08/02/2022
M.;LACOSTE;Francis;Maire;Monassut-Audiracq;Pyrénées-Atlantiques;"ZEMMOUR Éric";08/02/2022
M.;SCHMITT;Jean-Marc;Maire;Harskirchen;Bas-Rhin;"ZEMMOUR Éric";08/02/2022
M.;SCHOLL;Georges;Maire;Durlinsdorf;Haut-Rhin;"ZEMMOUR Éric";08/02/2022
M.;GIRARD;Christophe;"Conseiller métropolitain de Lyon";;Rhône;"ZEMMOUR Éric";08/02/2022
M.;GIRE;Bernard;Maire;Brotte-lès-Luxeuil;Haute-Saône;"ZEMMOUR Éric";08/02/2022
M.;PIÉBOURG;Jean;"Maire délégué d'une commune associée ou d'une commune déléguée";Navour-sur-Grosne;Saône-et-Loire;"ZEMMOUR Éric";08/02/2022
M.;HAUDIQUERT;Bernard;Maire;Illois;Seine-Maritime;"ZEMMOUR Éric";08/02/2022
M.;"DE BISSCHOP";Bertrand;Maire;Vulaines-lès-Provins;Seine-et-Marne;"ZEMMOUR Éric";08/02/2022
M.;"DE LA RUE";Frédéric;Maire;"Le Tartre-Gaudran";Yvelines;"ZEMMOUR Éric";08/02/2022
M.;CAUX;Gaël;Maire;Riencourt;Somme;"ZEMMOUR Éric";08/02/2022
M.;MACHU;Jean-Philippe;Maire;Ercourt;Somme;"ZEMMOUR Éric";08/02/2022
M.;MORARD;Jérémie;Maire;Lachapelle;Somme;"ZEMMOUR Éric";08/02/2022
M.;MOUTON;Eric;Maire;Buigny-Saint-Maclou;Somme;"ZEMMOUR Éric";08/02/2022
M.;ISSANCHOU;Jean-Luc;Maire;Belbèze-en-Lomagne;Tarn-et-Garonne;"ZEMMOUR Éric";08/02/2022
M.;THAU;René;Maire;Lamothe-Cumont;Tarn-et-Garonne;"ZEMMOUR Éric";08/02/2022
M.;BOMBARDE;Yvan;Maire;Renauvoid;Vosges;"ZEMMOUR Éric";08/02/2022
M.;BERTHOLLET;Charles;Maire;Rouvray;Yonne;"ZEMMOUR Éric";08/02/2022
M.;MONANY;Vijay;"Conseiller départemental";;Seine-Saint-Denis;"ZEMMOUR Éric";08/02/2022
M.;JAMET;Bernard;Maire;Sannois;Val-d'Oise;"ZEMMOUR Éric";08/02/2022
M.;SARAGOSA;Sylvain;Maire;Chaumontel;Val-d'Oise;"ZEMMOUR Éric";08/02/2022
M.;COLLARD;Gilbert;"Représentant français au Parlement européen";;"Parlement européen";"ZEMMOUR Éric";08/02/2022
Mme;BLANCHARD;Béatrice;Maire;Mayot;Aisne;"ARTHAUD Nathalie";10/02/2022
M.;MAHU;Bernard;Maire;Deuillet;Aisne;"ARTHAUD Nathalie";10/02/2022
M.;BOS;Romain;Maire;Maranwez;Ardennes;"ARTHAUD Nathalie";10/02/2022
M.;CLARAT;Gilbert;Maire;"Le Fréty";Ardennes;"ARTHAUD Nathalie";10/02/2022
M.;DUMANGE;Dominique;Maire;Bouconville;Ardennes;"ARTHAUD Nathalie";10/02/2022
M.;GENTY;Jean-Charles;Maire;Chevières;Ardennes;"ARTHAUD Nathalie";10/02/2022
Mme;RACAPE;Marie-Véronique;Maire;Vaux-lès-Rubigny;Ardennes;"ARTHAUD Nathalie";10/02/2022
M.;BERGNER;Philippe;Maire;Gumery;Aube;"ARTHAUD Nathalie";10/02/2022
Mme;LERESTEUX;Laëtitia;"Maire déléguée d'une commune associée ou d'une commune déléguée";Valdallière;Calvados;"ARTHAUD Nathalie";10/02/2022
Mme;MESRINE;Yvonne;Maire;Hiesse;Charente;"ARTHAUD Nathalie";10/02/2022
M.;CATANI;Charles-Jean;Maire;Tarrano;Haute-Corse;"ARTHAUD Nathalie";10/02/2022
M.;BRIENS;Pierrick;"Maire délégué d'une commune associée ou d'une commune déléguée";Lamballe-Armor;Côtes-d'Armor;"ARTHAUD Nathalie";10/02/2022
M.;QUILIN;Gérard;Maire;Plounévez-Moëdec;Côtes-d'Armor;"ARTHAUD Nathalie";10/02/2022
M.;ANDRE;Jean-Pierre;Maire;Cladech;Dordogne;"ARTHAUD Nathalie";10/02/2022
M.;BAZINET;Bernard;Maire;Augignac;Dordogne;"ARTHAUD Nathalie";10/02/2022
M.;AUBRY;Didier;Maire;Mercey-le-Grand;Doubs;"ARTHAUD Nathalie";10/02/2022
Mme;BOSCHI;Christine;Maire;Bretigney;Doubs;"ARTHAUD Nathalie";10/02/2022
M.;CATALA;Christophe;Maire;Cubrial;Doubs;"ARTHAUD Nathalie";10/02/2022
M.;LAGAISSE;Daniel;Maire;Orve;Doubs;"ARTHAUD Nathalie";10/02/2022
M.;BRACHET;Jean-Pierre;Maire;Rottier;Drôme;"ARTHAUD Nathalie";10/02/2022
M.;DUTHILLEUL;Jean;Maire;Hecmanville;Eure;"ARTHAUD Nathalie";10/02/2022
Mme;CANAL;Martine;Maire;Castagnède;Haute-Garonne;"ARTHAUD Nathalie";10/02/2022
M.;GALEY;Cédric;Maire;Monès;Haute-Garonne;"ARTHAUD Nathalie";10/02/2022
M.;BERTIN;Alain;Maire;Sembouès;Gers;"ARTHAUD Nathalie";10/02/2022
M.;VANNIER;Jean-Marie;Maire;Vou;Indre-et-Loire;"ARTHAUD Nathalie";10/02/2022
M.;BACHELEY;Jean;Maire;Sergenaux;Jura;"ARTHAUD Nathalie";10/02/2022
M.;GROS;Roger;Maire;"Les Arsures";Jura;"ARTHAUD Nathalie";10/02/2022
M.;MORLIER;Jean-Louis;Maire;Rans;Jura;"ARTHAUD Nathalie";10/02/2022
M.;BERTRAND;Jacques;Maire;Doudrac;Lot-et-Garonne;"ARTHAUD Nathalie";10/02/2022
M.;EMPRIN;Jean-Pierre;Maire;Merrey;Haute-Marne;"ARTHAUD Nathalie";10/02/2022
M.;KARLESKIND;Frédéric;Maire;Tiercelet;Meurthe-et-Moselle;"ARTHAUD Nathalie";10/02/2022
Mme;ROCH;Marie-Line;Maire;Bayonville-sur-Mad;Meurthe-et-Moselle;"ARTHAUD Nathalie";10/02/2022
M.;THOMASSIN;Denis;Maire;Battigny;Meurthe-et-Moselle;"ARTHAUD Nathalie";10/02/2022
M.;BIRCKEL;Nicolas;Maire;Amel-sur-l'Étang;Meuse;"ARTHAUD Nathalie";10/02/2022
M.;LEMERCIER;Jean-Luc;Maire;Lamorville;Meuse;"ARTHAUD Nathalie";10/02/2022
M.;PERIGNON;Alain;Maire;Réville-aux-Bois;Meuse;"ARTHAUD Nathalie";10/02/2022
Mme;PHILIPPOT;Céline;Maire;Brizeaux;Meuse;"ARTHAUD Nathalie";10/02/2022
M.;THIEBAUT;Christian;Maire;Écurey-en-Verdunois;Meuse;"ARTHAUD Nathalie";10/02/2022
M.;REICHERT;Bernard;Maire;Thonville;Moselle;"ARTHAUD Nathalie";10/02/2022
M.;MARQUET;Régis;Maire;Neuville-au-Cornet;Pas-de-Calais;"ARTHAUD Nathalie";10/02/2022
M.;MERLO;Olivier;Maire;Vaudringhem;Pas-de-Calais;"ARTHAUD Nathalie";10/02/2022
Mme;SERGENT;Jeannie;Maire;Beaurainville;Pas-de-Calais;"ARTHAUD Nathalie";10/02/2022
M.;CUVELIER;Didier;Maire;Mansan;Hautes-Pyrénées;"ARTHAUD Nathalie";10/02/2022
M.;GRANET;Charles;Maire;Autrey-le-Vay;Haute-Saône;"ARTHAUD Nathalie";10/02/2022
M.;LEDOUX;Denis;Maire;Andornay;Haute-Saône;"ARTHAUD Nathalie";10/02/2022
M.;PETITFILS;Roland;Maire;Mersuay;Haute-Saône;"ARTHAUD Nathalie";10/02/2022
Mme;BON;Linda;Maire;Camps-en-Amiénois;Somme;"ARTHAUD Nathalie";10/02/2022
M.;BOURLO;Pascal;Maire;Ligescourt;Somme;"ARTHAUD Nathalie";10/02/2022
Mme;CHELLE-POIRET;Sabine;Maire;Équennes-Éramecourt;Somme;"ARTHAUD Nathalie";10/02/2022
M.;SAVOIE;Alain;Maire;Marcelcave;Somme;"ARTHAUD Nathalie";10/02/2022
M.;HURIOT;Joris;Maire;Mattaincourt;Vosges;"ARTHAUD Nathalie";10/02/2022
M.;SEBASTIEN;Jacques;Maire;Saint-Joseph-des-Bancs;Ardèche;"ASSELINEAU François";10/02/2022
M.;TURPIN;Denis;Maire;Lhuître;Aube;"ASSELINEAU François";10/02/2022
M.;FAUCHER;Gilbert;Maire;Paulhe;Aveyron;"ASSELINEAU François";10/02/2022
M.;LACOMBE;Christian;Maire;Prévinquières;Aveyron;"ASSELINEAU François";10/02/2022
M.;MATHIEU;Henri;Maire;Saint-Étienne-Estréchoux;Hérault;"ASSELINEAU François";10/02/2022
M.;PRADEL;Sophie;Maire;Saint-Michel;Hérault;"ASSELINEAU François";10/02/2022
M.;DELACROIX;Francis;"Maire délégué d'une commune associée ou d'une commune déléguée";"Colombey les Deux Églises";Haute-Marne;"ASSELINEAU François";10/02/2022
Mme;MAILLARBAUX;Muriel;"Maire déléguée d'une commune associée ou d'une commune déléguée";Fayl-Billot;Haute-Marne;"ASSELINEAU François";10/02/2022
M.;PECCATTE;Michel;Maire;Thubœuf;Mayenne;"ASSELINEAU François";10/02/2022
M.;HAZARD;Michel;Maire;Quiévelon;Nord;"ASSELINEAU François";10/02/2022
M.;LANDA;Patrick;Maire;Willies;Nord;"ASSELINEAU François";10/02/2022
M.;LEMOINE;Gérard;Maire;Saint-Nicolas-des-Bois;Orne;"ASSELINEAU François";10/02/2022
M.;BOURY;Gislain;Maire;Barastre;Pas-de-Calais;"ASSELINEAU François";10/02/2022
M.;LETELLIER;Jean-Pierre;Maire;Saint-Lucien;Seine-Maritime;"ASSELINEAU François";10/02/2022
M.;BACOUËL;Jack;Maire;Ramburelles;Somme;"ASSELINEAU François";10/02/2022
M.;PRAT;Philippe;Maire;Andainville;Somme;"ASSELINEAU François";10/02/2022
Mme;DUPLESSY;Jacqueline;Maire;Coutarnoux;Yonne;"ASSELINEAU François";10/02/2022
Mme;MAYDA;Karine;"Maire déléguée d'une commune associée ou d'une commune déléguée";Ouanne;Yonne;"ASSELINEAU François";10/02/2022
Mme;MAZATEAU;Séverine;Maire;Bussy-le-Repos;Yonne;"ASSELINEAU François";10/02/2022
Mme;OLIVIERI;Maryse;Maire;Thory;Yonne;"ASSELINEAU François";10/02/2022
M.;SPEVAK;Florian;Maire;Brosses;Yonne;"ASSELINEAU François";10/02/2022
M.;MARTIN;Alain;Maire;Mérobert;Essonne;"ASSELINEAU François";10/02/2022
Mme;RAVIER;Nathalie;Maire;Méru;Oise;"CHICHE Arnaud";10/02/2022
M.;JUILLET;Claude;Maire;Champagne-en-Valromey;Ain;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;BESANCON;Tony;Maire;Quatre-Champs;Ardennes;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;NICOLAS;Pascal;Maire;Sapogne-sur-Marche;Ardennes;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;TURCHI;Jean-Marie;Maire;Auflance;Ardennes;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;MAILIER;Denis;Maire;Avant-lès-Ramerupt;Aube;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;NOBLET;Pascal;Maire;Semoine;Aube;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;ALLAVENA;Didier;"Maire délégué d'une commune associée ou d'une commune déléguée";Valdallière;Calvados;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;COTARD;Pascal;Maire;Amayé-sur-Seulles;Calvados;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;VILLIERE;Noël;"Maire délégué d'une commune associée ou d'une commune déléguée";"Dialan sur Chaîne";Calvados;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;CHARDON;Philippe;Maire;Montigny-sur-Aube;Côte-d'Or;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;JOBARD;Marcel;Maire;Villy-le-Moutier;Côte-d'Or;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;LECONTE;Roland;Maire;Rougemont;Côte-d'Or;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;CARNIS;Vincent;Maire;Ermenonville-la-Petite;Eure-et-Loir;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;MEJEAN;Patrick;Maire;Fontarèches;Gard;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;PAGE;Eric;Maire;Saint-Girons-d'Aiguevives;Gironde;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;BARDY;Thomas;Maire;Arbrissel;Ille-et-Vilaine;"DUPONT-AIGNAN Nicolas";10/02/2022
Mme;CHANEY;Denise;Maire;Chêne-Bernard;Jura;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;DAMNON;Christophe;Maire;Fraroz;Jura;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;GROS;Gérard;Maire;Saint-Vidal;Haute-Loire;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;BEAUFILS;Bernard;Maire;"La Fage-Montivernoux";Lozère;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;DELAMARE;Pierre-Yves;Maire;Varrains;Maine-et-Loire;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;LEMOUSSU;Joël;"Maire délégué d'une commune associée ou d'une commune déléguée";Buais-Les-Monts;Manche;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;MALOU-SOUCAT;Olivier;Maire;Humbauville;Marne;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;MARCHAND;Pascal;Maire;Livry-Louvercy;Marne;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;THIERIOT;Damien;Maire;Lezéville;Haute-Marne;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;ANSMANT;Claude;Maire;Saulmory-Villefranche;Meuse;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;NANAN;Manuel;Maire;Nantillois;Meuse;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;SAIDANI;Vincent;Maire;Maucourt-sur-Orne;Meuse;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;CHONÉ;Jean-Marc;Maire;Oron;Moselle;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;EGLER;Jean-Marie;Maire;Alzing;Moselle;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;VIEREN;Jean-Luc;Maire;Saint-Martin-du-Puy;Nièvre;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;DELABASLE;Stanislas;Maire;Montreuil-la-Cambe;Orne;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;BALESTA;Patrick;Maire;Autevielle-Saint-Martin-Bideren;Pyrénées-Atlantiques;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;DUPOUY-BAS;Pierre;Maire;Pouliacq;Pyrénées-Atlantiques;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;GEORGER;Frédéric;Maire;Reutenbourg;Bas-Rhin;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;VALTON;Romaric;Maire;Courtesoult-et-Gatey;Haute-Saône;"DUPONT-AIGNAN Nicolas";10/02/2022
Mme;CANARD;Elisabeth;Maire;Beauvernois;Saône-et-Loire;"DUPONT-AIGNAN Nicolas";10/02/2022
Mme;MAJEWSKI;Dorothée;"Conseillère régionale";Bourgogne-Franche-Comté;Saône-et-Loire;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;MICONNET;Robert;Maire;Mouthier-en-Bresse;Saône-et-Loire;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;CHEDHOMME;Christian;Maire;Commerveil;Sarthe;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;RACINE;Pierre-Marie-Robert;Maire;Valence-en-Brie;Seine-et-Marne;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;GENIEY;Claude;Maire;Loubers;Tarn;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;PORTAL;Jean-Louis;Maire;Flassans-sur-Issole;Var;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;CHANAUX;Jean-Paul;Maire;Gignéville;Vosges;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;GRANDEMANGE;Eric;Maire;Damblain;Vosges;"DUPONT-AIGNAN Nicolas";10/02/2022
M.;PREVOT-PIERRE;David;Maire;Pont-sur-Madon;Vosges;"DUPONT-AIGNAN Nicolas";10/02/2022
